Advances,TID,SID,TSV
1264,56864,46650,3331
1265,19130,56864,4755
1266,36136,19130,6386
1267,30987,36136,7812
1268,41563,30987,7018
1269,14842,41563,4980
1270,45078,14842,4413
1271,32172,45078,6583
1272,63946,32172,4236
1273,26592,63946,5061
1274,11100,26592,2455
1275,28628,11100,2193
1276,46877,28628,6937
1277,62504,46877,2150
1278,14634,62504,6560
1279,49203,14634,7971
1280,49903,49203,91
1281,53159,49903,425
1282,45080,53159,4087
1283,7806,45080,5580
1284,11850,7806,1542
1285,54907,11850,7942
1286,838,54907,6823
1287,32970,838,4209
1288,59759,32970,3380
1289,22916,59759,5661
1290,8389,22916,3880
1291,19486,8389,3483
1292,8918,19486,3545
1293,51986,8918,7480
1294,53813,51986,804
1295,29250,53813,5134
1296,37491,29250,7174
1297,33503,37491,533
1298,33711,33503,46
1299,39133,33711,878
1300,13626,39133,5564
1301,52543,13626,7936
1302,38116,52543,2875
1303,40382,38116,299
1304,15589,40382,5163
1305,47509,15589,4270
1306,39045,47509,1058
1307,3193,39045,4767
1308,14324,3193,1905
1309,23560,14324,3455
1310,9701,23560,3901
1311,22837,9701,3994
1312,46581,22837,7576
1313,30327,46581,6256
1314,8413,30327,2773
1315,62660,8413,6787
1316,60420,62660,792
1317,48297,60420,2581
1318,39920,48297,1259
1319,36340,39920,704
1320,7573,36340,4620
1321,10184,7573,1867
1322,47278,10184,5100
1323,5156,47278,5521
1324,52593,5156,6954
1325,3344,52593,6156
1326,10844,3344,1257
1327,20249,10844,3240
1328,64254,20249,5820
1329,60355,64254,551
1330,16084,60355,6818
1331,8209,16084,984
1332,61378,8209,6650
1333,9823,61378,6451
1334,37290,9823,5886
1335,49176,37290,2614
1336,24873,49176,5158
1337,6931,24873,3911
1338,52624,6931,6864
1339,36763,52624,2113
1340,60037,36763,3235
1341,20334,60037,5309
1342,8187,20334,2578
1343,19258,8187,2712
1344,9047,19258,3341
1345,41817,9047,4097
1346,17157,41817,7179
1347,47585,17157,8028
1348,54732,47585,3461
1349,48967,54732,3409
1350,16788,48967,8154
1351,10265,16788,3377
1352,6537,10265,1586
1353,12714,6537,1284
1354,22972,12714,3330
1355,17563,22972,932
1356,22187,17563,582
1357,61352,22187,5920
1358,41313,61352,2521
1359,12838,41313,4712
1360,29961,12838,2277
1361,11534,29961,2816
1362,20768,11534,3973
1363,58001,20768,5750
1364,48059,58001,2853
1365,49028,48059,135
1366,55663,49028,3293
1367,3875,55663,6857
1368,9439,3875,1407
1369,33026,9439,5307
1370,9731,33026,5344
1371,25122,9731,2180
1372,10650,25122,2423
1373,25986,10650,2435
1374,45937,25986,6878
1375,42409,45937,731
1376,19037,42409,7678
1377,14326,19037,4021
1378,23319,14326,3484
1379,3006,23319,2581
1380,55145,3006,7066
1381,12924,55145,7330
1382,63804,12924,6504
1383,58275,63804,851
1384,48532,58275,3014
1385,58832,48532,2824
1386,20854,58832,5780
1387,20588,20854,35
1388,23372,20588,356
1389,9218,23372,4073
1390,54604,9218,7721
1391,54481,54604,51
1392,41436,54481,3745
1393,57960,41436,2166
1394,12571,57960,6766
1395,51269,12571,7979
1396,1773,51269,6613
1397,18132,1773,2055
1398,49980,18132,4285
1399,2374,49980,6479
1400,2640,2374,98
1401,21514,2640,3019
1402,24934,21514,1709
1403,33014,24934,7218
1404,21498,33014,6753
1405,59756,21498,5970
1406,4177,59756,7975
1407,19435,4177,2935
1408,44623,19435,7348
1409,2550,44623,5367
1410,37276,2550,4877
1411,40002,37276,443
1412,24738,40002,8092
1413,40562,24738,8154
1414,60400,40562,3760
1415,43257,60400,2145
1416,44540,43257,160
1417,9955,44540,4451
1418,20837,9955,3824
1419,15998,20837,3555
1420,31772,15998,2124
1421,3909,31772,3691
1422,2084,3909,236
1423,50307,2084,6548
1424,26303,50307,5191
1425,39800,26303,8120
1426,14668,39800,5190
1427,52499,14668,7819
1428,49953,52499,454
1429,40569,49953,2987
1430,51737,40569,2700
1431,33002,51737,2398
1432,22466,33002,6885
1433,28882,22466,1250
1434,41794,28882,6770
1435,32000,41794,7112
1436,52333,32000,5677
1437,55891,52333,711
1438,2723,55891,6686
1439,62822,2723,8184
1440,5749,62822,7266
1441,58113,5749,7854
1442,62236,58113,515
1443,12629,62236,6217
1444,25921,12629,2690
1445,48975,25921,6977
1446,26296,48975,6974
1447,46212,26296,6727
1448,21259,46212,7409
1449,19339,21259,784
1450,28432,19339,1171
1451,43449,28432,6357
1452,24036,43449,7819
1453,51866,24036,4847
1454,8177,51866,6829
1455,25250,8177,4010
1456,60666,25250,4555
1457,56295,60666,1763
1458,43068,56295,3707
1459,229,43068,5403
1460,26141,229,3295
1461,56473,26141,5968
1462,36109,56473,2610
1463,40053,36109,559
1464,6015,40053,4449
1465,10243,6015,2031
1466,29471,10243,2915
1467,31527,29471,263
1468,63930,31527,4179
1469,60256,63930,603
1470,6766,60256,7713
1471,11652,6766,1789
1472,36375,11652,5234
1473,32959,36375,469
1474,28702,32959,7700
1475,42208,28702,6815
1476,23821,42208,7997
1477,34108,23821,6918
1478,55963,34108,3060
1479,38571,55963,2438
1480,55559,38571,2549
1481,7792,55559,6382
1482,9216,7792,1870
1483,49414,9216,7328
1484,43370,49414,3341
1485,9001,43370,4424
1486,42684,9001,4274
1487,58521,42684,2116
1488,41430,58521,2217
1489,7006,41430,5969
1490,41074,7006,5989
1491,34723,41074,1274
1492,59818,34723,3521
1493,19292,59818,5214
1494,53025,19292,4239
1495,54865,53025,814
1496,6093,54865,6195
1497,15941,6093,1329
1498,48260,15941,4184
1499,13395,48260,4378
1500,18091,13395,3679
1501,33723,18091,6306
1502,23483,33723,6912
1503,21421,23483,258
1504,25726,21421,1786
1505,38104,25726,7700
1506,56618,38104,2366
1507,58570,56618,1852
1508,17358,58570,5344
1509,5216,17358,2805
1510,56481,5216,6424
1511,13270,56481,7662
1512,12346,13270,125
1513,56889,12346,7616
1514,19901,56889,4720
1515,18252,19901,350
1516,2935,18252,2439
1517,39450,2935,4653
1518,51853,39450,2578
1519,21453,51853,4904
1520,13977,21453,3242
1521,50563,13977,7779
1522,10359,50563,7614
1523,39219,10359,5672
1524,52113,39219,2644
1525,26860,52113,5231
1526,30556,26860,1014
1527,64742,30556,4471
1528,60150,64742,706
1529,60480,60150,214
1530,52986,60480,1111
1531,62829,52986,1906
1532,8711,62829,6893
1533,48780,8711,5009
1534,36498,48780,1539
1535,39751,36498,698
1536,11504,39751,5878
1537,50419,11504,7424
1538,62154,50419,1735
1539,62203,62154,6
1540,39244,62203,3446
1541,50405,39244,2997
1542,9683,50405,7206
1543,50285,9683,7223
1544,3307,50285,6416
1545,15760,3307,1583
1546,11726,15760,523
1547,37747,11726,6103
1548,13524,37747,5364
1549,25749,13524,2568
1550,23915,25749,1855
1551,36264,23915,6680
1552,41100,36264,1444
1553,14846,41100,4910
1554,10963,14846,613
1555,33151,10963,5493
1556,3480,33151,4508
1557,59247,3480,7518
1558,37063,59247,3829
1559,12954,37063,5195
1560,59201,12954,6843
1561,56988,59201,1851
1562,24073,56988,4114
1563,40796,24073,6186
1564,65174,40796,3129
1565,27387,65174,4749
1566,5882,27387,3968
1567,3004,5882,936
1568,48823,3004,5793
1569,43705,48823,641
1570,19843,43705,7399
1571,58716,19843,5403
1572,24911,58716,4226
1573,8945,24911,2167
1574,37689,8945,5689
1575,54489,37689,2300
1576,59233,54489,1655
1577,25371,59233,4239
1578,27067,25371,340
1579,36964,27067,7995
1580,55879,36964,2372
1581,27586,55879,5680
1582,54623,27586,6099
1583,17297,54623,4825
1584,6392,17297,2925
1585,52345,6392,6800
1586,30221,52345,5966
1587,41070,30221,6860
1588,13705,41070,4796
1589,44303,13705,4880
1590,19049,44303,7404
1591,60887,19049,5367
1592,9973,60887,6500
1593,13825,9973,542
1594,33079,13825,5862
1595,42760,33079,1223
1596,21280,42760,7813
1597,3119,21280,3041
1598,64763,3119,7706
1599,32883,64763,3985
1600,13593,32883,5805
1601,54226,13593,7385
1602,28128,54226,6086
1603,58836,28128,4358
1604,9119,58836,6345
1605,61101,9119,6566
1606,9690,61101,6510
1607,17793,9690,3083
1608,64486,17793,6092
1609,59779,64486,588
1610,2830,59779,7249
1611,48390,2830,5825
1612,46234,48390,307
1613,19656,46234,7946
1614,19568,19656,23
1615,64240,19568,5840
1616,7459,64240,7418
1617,50330,7459,6967
1618,48301,50330,3846
1619,27113,48301,6824
1620,19755,27113,1176
1621,54258,19755,5083
1622,63307,54258,1175
1623,63748,63307,457
1624,34908,63748,3627
1625,34582,34908,489
1626,46095,34582,1635
1627,5466,46095,5162
1628,39534,5466,4582
1629,55633,39534,2151
1630,60574,55633,1721
1631,43221,60574,2185
1632,61280,43221,2294
1633,49638,61280,1488
1634,47207,49638,3888
1635,12875,47207,4421
1636,60420,12875,7113
1637,7233,60420,7688
1638,703,7233,991
1639,19150,703,2318
1640,19137,19150,1
1641,57199,19137,4789
1642,32588,57199,5124
1643,11329,32588,2657
1644,32916,11329,5530
1645,22736,32916,6920
1646,32935,22736,6926
1647,3374,32935,4529
1648,28247,3374,3183
1649,24074,28247,1547
1650,38204,24074,6502
1651,26071,38204,7709
1652,57925,26071,4338
1653,43585,57925,2304
1654,3701,43585,5254
1655,29322,3701,3999
1656,44477,29322,7142
1657,55940,44477,3815
1658,54807,55940,402
1659,34617,54807,2597
1660,21318,34617,6799
1661,48521,21318,7641
1662,13803,48521,4364
1663,2121,13803,1972
1664,37074,2121,4883
1665,60061,37074,3913
1666,30112,60061,5095
1667,7337,30112,3361
1668,19015,7337,2781
1669,54229,19015,4914
1670,29423,54229,5159
1671,27942,29423,1017
1672,38970,27942,7843
1673,51081,38970,3062
1674,38912,51081,3057
1675,34046,38912,927
1676,65277,34046,3904
1677,38146,65277,3455
1678,54283,38146,2081
1679,42930,54283,3703
1680,4571,42930,5837
1681,51313,4571,6965
1682,31298,51313,5702
1683,12320,31298,2380
1684,1697,12320,1744
1685,45603,1697,5776
1686,10990,45603,4889
1687,52432,10990,7367
1688,64864,52432,1590
1689,44275,64864,2610
1690,10968,44275,4293
1691,11661,10968,234
1692,113,11661,1471
1693,22527,113,2801
1694,52457,22527,4962
1695,63031,52457,1883
1696,185,63031,7889
1697,47006,185,5860
1698,53780,47006,3249
1699,2775,53780,6936
1700,21038,2775,2847
1701,29073,21038,1143
1702,58227,29073,4700
1703,35059,58227,3440
1704,27801,35059,7309
1705,39031,27801,7837
1706,35504,39031,600
1707,548,35504,4370
1708,62620,548,7895
1709,47750,62620,2499
1710,19621,47750,7876
1711,52197,19621,4328
1712,20727,52197,4962
1713,10103,20727,3824
1714,51782,10103,7590
1715,30892,51782,5725
1716,20486,30892,1301
1717,41410,20486,7736
1718,3007,41410,5455
1719,52798,3007,6320
1720,41357,52798,3574
1721,61195,41357,2512
1722,23001,61195,5850
1723,52543,23001,4764
1724,10423,52543,7345
1725,64475,10423,6765
1726,18849,64475,5711
1727,40456,18849,6901
1728,27228,40456,7818
1729,34450,27228,7577
1730,56907,34450,2843
1731,30396,56907,5406
1732,39810,30396,7591
1733,34204,39810,963
1734,58706,34204,3097
1735,52893,58706,1401
1736,5158,52893,6999
1737,48354,5158,5400
1738,61668,48354,2432
1739,29339,61668,4175
1740,10811,29339,2836
1741,13955,10811,919
1742,38013,13955,5215
1743,20269,38013,7018
1744,47346,20269,7931
1745,37572,47346,1350
1746,51153,37572,2722
1747,868,51153,6294
1748,55356,868,7019
1749,25412,55356,5999
1750,37871,25412,7701
1751,37181,37871,90
1752,34956,37181,822
1753,1395,34956,4543
1754,28322,1395,3450
1755,48949,28322,6706
1756,22241,48949,7482
1757,45124,22241,7380
1758,59418,45124,2827
1759,65314,59418,743
1760,15619,65314,6212
1761,43297,15619,4740
1762,36556,43297,1277
1763,60993,36556,3089
1764,16908,60993,5513
1765,54303,16908,4802
1766,11669,54303,7985
1767,49802,11669,7651
1768,40745,49802,2996
1769,4978,40745,4491
1770,51237,4978,7018
1771,14667,51237,7725
1772,27809,14667,2749
1773,10787,27809,2256
1774,63898,10787,6775
1775,56052,63898,1133
1776,6934,56052,6204
1777,5631,6934,477
1778,39275,5631,4498
1779,43055,39275,1576
1780,15627,43055,4772
1781,5330,15627,1339
1782,51847,5330,7114
1783,33843,51847,2518
1784,25765,33843,7186
1785,51413,25765,5518
1786,55485,51413,525
1787,61530,55485,1308
1788,6581,61530,7485
1789,12388,6581,1338
1790,34909,12388,5895
1791,60656,34909,3221
1792,11254,60656,6368
1793,25843,11254,2528
1794,48159,25843,6941
1795,4940,48159,5610
1796,58770,4940,7899
1797,21826,58770,5658
1798,38212,21826,6144
1799,15652,38212,5388
1800,57834,15652,7065
1801,61135,57834,484
1802,29179,61135,5094
1803,19741,29179,1948
1804,35990,19741,6193
1805,27276,35990,7363
1806,28165,27276,145
1807,60578,28165,4180
1808,36010,60578,3073
1809,45266,36010,1935
1810,18843,45266,7977
1811,21238,18843,877
1812,41019,21238,7769
1813,2196,41019,5397
1814,55950,2196,6723
1815,27018,55950,5728
1816,44065,27018,6325
1817,34263,44065,1342
1818,27568,34263,7628
1819,57747,27568,4420
1820,1021,57747,7245
1821,60257,1021,7443
1822,44658,60257,2210
1823,3799,44658,5140
1824,11901,3799,1045
1825,62384,11901,7097
1826,8910,62384,6703
1827,39879,8910,5921
1828,43486,39879,1603
1829,13613,43486,5022
1830,6502,13613,1417
1831,27347,6502,3702
1832,29874,27347,972
1833,5537,29874,3106
1834,46061,5537,5321
1835,14584,46061,4450
1836,24290,14584,3267
1837,32999,24290,7104
1838,34757,32999,228
1839,54685,34757,2635
1840,26358,54685,5741
1841,22243,26358,1538
1842,50921,22243,4609
1843,927,50921,6318
1844,42900,927,5249
1845,50354,42900,3172
1846,4877,50354,6903
1847,22442,4877,2196
1848,39238,22442,6621
1849,64802,39238,3212
1850,24323,64802,5188
1851,42954,24323,7961
1852,44159,42954,374
1853,1124,44159,5379
1854,33376,1124,4288
1855,57409,33376,3140
1856,32736,57409,5108
1857,33535,32736,8099
1858,25438,33535,7220
1859,20890,25438,1624
1860,14006,20890,3301
1861,54280,14006,7255
1862,56068,54280,481
1863,52221,56068,543
1864,46023,52221,3847
1865,49807,46023,3625
1866,46979,49807,3745
1867,7109,46979,5512
1868,48205,7109,5361
1869,43612,48205,706
1870,32995,43612,1367
1871,47951,32995,1909
1872,18242,47951,8065
1873,61403,18242,5395
1874,58334,61403,384
1875,52756,58334,1465
1876,31966,52756,5721
1877,851,31966,4081
1878,59148,851,7307
1879,47354,59148,3070
1880,10845,47354,4692
1881,25438,10845,2336
1882,20031,25438,1452
1883,60390,20031,5307
1884,44549,60390,2236
1885,21141,44549,8082
1886,53296,21141,4180
1887,45205,53296,3092
1888,40807,45205,1534
1889,13450,40807,5501
1890,602,13450,1754
1891,4779,602,542
1892,47076,4779,5289
1893,50682,47076,3651
1894,7973,50682,7003
1895,13580,7973,1349
1896,49010,13580,4431
1897,42051,49010,870
1898,2631,42051,5568
1899,43114,2631,5189
1900,33184,43114,1337
1901,55315,33184,2870
1902,14182,55315,7662
1903,38687,14182,5135
1904,3798,38687,4921
1905,22369,3798,2870
1906,22274,22369,12
1907,55869,22274,4519
1908,52705,55869,763
1909,45729,52705,4072
1910,60818,45729,3046
1911,19426,60818,5326
1912,8623,19426,3401
1913,24883,8623,2067
1914,14572,24883,2875
1915,60111,14572,6724
1916,42838,60111,2483
1917,24859,42838,6345
1918,2025,24859,3294
1919,41787,2025,5274
1920,20570,41787,7788
1921,7671,20570,2485
1922,26696,7671,3767
1923,53476,26696,5909
1924,56623,53476,441
1925,54060,56623,448
1926,20178,54060,5055
1927,52839,20178,4118
1928,31740,52839,5811
1929,56675,31740,5331
1930,40383,56675,2075
1931,9682,40383,5901
1932,36769,9682,5454
1933,44851,36769,1042
1934,11607,44851,4172
1935,13942,11607,868
1936,58107,13942,6801
1937,23839,58107,6140
1938,47836,23839,7416
1939,25600,47836,7131
1940,52325,25600,5388
1941,62658,52325,1812
1942,57767,62658,684
1943,8906,57767,6253
1944,1410,8906,1257
1945,4936,1410,729
1946,33425,4936,4667
1947,30062,33425,7935
1948,15162,30062,2506
1949,28448,15162,2691
1950,15763,28448,2646
1951,44956,15763,4673
1952,39425,44956,1715
1953,18671,39425,6749
1954,57776,18671,5419
1955,37421,57776,3699
1956,55902,37421,2318
1957,63431,55902,1459
1958,63250,63431,26
1959,5239,63250,7276
1960,37291,5239,4283
1961,1176,37291,4774
1962,51059,1176,6269
1963,28386,51059,5426
1964,51993,28386,5311
1965,35045,51993,2175
1966,35006,35045,11
1967,15035,35006,5696
1968,11511,15035,713
1969,50363,11511,7433
1970,36341,50363,2345
1971,47943,36341,1750
1972,11827,47943,4782
1973,8159,11827,1597
1974,41556,8159,6065
1975,42011,41556,201
1976,8224,42011,4231
1977,2630,8224,1356
1978,62134,2630,7966
1979,61610,62134,67
1980,4216,61610,7194
1981,28618,4216,4086
1982,10552,28618,2270
1983,41247,10552,4356
1984,51109,41247,3287
1985,45849,51109,3735
1986,40731,45849,1408
1987,28780,40731,7662
1988,26427,28780,746
1989,25584,26427,153
1990,51438,25584,5475
1991,55203,51438,1001
1992,27849,55203,5997
1993,9353,27849,2312
1994,16620,9353,3212
1995,62084,16620,5709
1996,7377,62084,7626
1997,29266,7377,3536
1998,5026,29266,3134
1999,6486,5026,350
2000,39443,6486,4200
2001,17886,39443,7161
2002,13012,17886,3809
2003,17401,13012,3621
2004,11537,17401,3549
2005,48672,11537,4710
2006,12961,48672,4496
2007,35388,12961,5907
2008,32719,35388,7870
2009,19157,32719,1699
2010,46309,19157,8134
2011,21867,46309,7217
2012,53722,21867,4246
2013,2626,53722,7027
2014,9950,2626,1427
2015,5932,9950,1598
2016,26764,5932,4084
2017,19999,26764,1234
2018,46353,19999,8033
2019,39307,46353,1427
2020,49037,39307,1216
2021,31698,49037,6283
2022,39278,31698,7255
2023,15443,39278,5287
2024,15772,15443,57
2025,48096,15772,4303
2026,10161,48096,5002
2027,45983,10161,4741
2028,29071,45983,6210
2029,11423,29071,2978
2030,15372,11423,530
2031,7087,15372,1268
2032,7064,7087,6
2033,35888,7064,4853
2034,61442,35888,3974
2035,30207,61442,4287
2036,34505,30207,7782
2037,36268,34505,364
2038,47509,36268,1671
2039,58261,47509,2880
2040,63193,58261,681
2041,19869,63193,5992
2042,22691,19869,679
2043,12442,22691,3335
2044,11815,12442,983
2045,39344,11815,5874
2046,13965,39344,5607
2047,34092,13965,5748
2048,20479,34092,6490
2049,65447,20479,5643
2050,7193,65447,7287
2051,20338,7193,2669
2052,41756,20338,7565
2053,55188,41756,3729
2054,24985,55188,5825
2055,47855,24985,7022
2056,63598,47855,2128
2057,48451,63598,2213
2058,64844,48451,2049
2059,18715,64844,5770
2060,47645,18715,7776
2061,11511,47645,4829
2062,5123,11511,1822
2063,24367,5123,2405
2064,59084,24367,5948
2065,14169,59084,6706
2066,61447,14169,6379
2067,56640,61447,1448
2068,32033,56640,5132
2069,32941,32033,8113
2070,33337,32941,82
2071,4751,33337,4630
2072,7045,4751,289
2073,65350,7045,7320
2074,53627,65350,1479
2075,41758,53627,3660
2076,55335,41758,3943
2077,11579,55335,7843
2078,64590,11579,6702
2079,12934,64590,6617
2080,38215,12934,5368
2081,41307,38215,1667
2082,45244,41307,572
2083,59399,45244,2839
2084,21936,59399,6070
2085,17245,21936,733
2086,15991,17245,4005
2087,8160,15991,1074
2088,21894,8160,2380
2089,36699,21894,7003
2090,42818,36699,1283
2091,56801,42818,3924
2092,60225,56801,1748
2093,40065,60225,3832
2094,20880,40065,6562
2095,54589,20880,4245
2096,29945,54589,5176
2097,56065,29945,5631
2098,16746,56065,4941
2099,6564,16746,2841
2100,54755,6564,6536
2101,48457,54755,3349
2102,64405,48457,2267
2103,52625,64405,1728
2104,18458,52625,4273
2105,49272,18458,4364
2106,30451,49272,5841
2107,25055,30451,741
2108,34467,25055,7407
2109,34829,34467,469
2110,49193,34829,2308
2111,15010,49193,8017
2112,37802,15010,5409
2113,225,37802,4713
2114,13185,225,1644
2115,52532,13185,8150
2116,40721,52532,2628
2117,48982,40721,1032
2118,28946,48982,6600
2119,35725,28946,8019
2120,53548,35725,2900
2121,3280,53548,7103
2122,28445,3280,3193
2123,12504,28445,3064
2124,64965,12504,6563
2125,22628,64965,5300
2126,20154,22628,731
2127,17218,20154,447
2128,33637,17218,6148
2129,65231,33637,4021
2130,54963,65231,1295
2131,57108,54963,308
2132,56021,57108,184
2133,40361,56021,2287
2134,47280,40361,1187
2135,7939,47280,5366
2136,39650,7939,4284
2137,26074,39650,8167
2138,1171,26074,3113
2139,46534,1171,5674
2140,62561,46534,2100
2141,8524,62561,6821
